CHROM,POS,T_STAT,P,BETA,SE
1,12850334,1.61016,0.108233,2.55539,1.58705
1,12879274,2.31435,0.0212062,2.43113,1.05046
1,12895170,0.531392,0.595472,0.540795,1.0177
1,12916321,0.0639739,0.949026,0.0687519,1.07469
1,12918273,-1.39383,0.164221,-1.46464,1.0508
1,12920231,-0.255401,0.798558,-0.283292,1.1092
1,12933875,0.392203,0.695138,0.401066,1.0226
1,12936865,-1.43074,0.153364,-1.46637,1.0249
1,12939663,1.33075,0.184106,1.33208,1.001
1,12940653,1.09854,0.272695,1.10368,1.00467
1,12941188,-0.0397398,0.968322,-0.0557207,1.40214
1,12943569,0.917577,0.35945,1.39486,1.52016
1,12943896,-1.51253,0.13127,-1.60095,1.05846
1,12948076,-2.19332,0.0289182,-2.18692,0.997082
1,12948108,-1.2797,0.201469,-1.31627,1.02858
1,12955624,3.15885,0.00171676,4.05418,1.28343
1,12955775,1.58571,0.113675,1.88268,1.18728
1,12960110,-0.672721,0.501553,-0.727823,1.08191
1,12962557,1.93773,0.0534313,2.82938,1.46015
1,12964584,-1.28621,0.199188,-1.2581,0.978139
1,12965249,-1.22993,0.219521,-1.21823,0.990493
1,12967872,2.27152,0.0237005,2.26515,0.997196
1,12970644,0.545525,0.585728,0.630663,1.15607
1,12971517,0.313525,0.754062,0.325487,1.03815
1,12972573,-2.03043,0.0430413,-2.90385,1.43016
1,12974082,1.56283,0.118963,1.60316,1.0258
1,12983486,0.510336,0.610126,0.523583,1.02596
1,12984976,0.0171497,0.986327,0.0172426,1.00542
1,12986063,2.07499,0.0386915,3.08005,1.48437
1,12989908,1.44122,0.150385,1.67201,1.16014
1,12990896,1.95792,0.0510049,2.80744,1.43389
1,13012446,-0.751089,0.453086,-1.09526,1.45823
1,13012780,0.977897,0.328777,0.994385,1.01686
1,13013317,-0.278641,0.780679,-0.282793,1.0149
1,13024686,2.59911,0.00972777,3.62634,1.39522
1,13028198,0.908432,0.364253,1.18781,1.30753
1,13029948,-1.35061,0.177662,-1.35416,1.00263
1,13030900,0.625536,0.532013,0.814573,1.3022
1,13031132,0.942762,0.34643,1.12006,1.18806
1,13033020,-0.907601,0.364691,-1.11365,1.22702
1,13034600,-0.0283121,0.977429,-0.0293403,1.03632
1,13036958,0.0635028,0.949401,0.0669164,1.05376
1,13038699,0.984642,0.325456,1.00598,1.02167
1,13042625,1.4087,0.15978,1.39273,0.988666
1,13047752,0.211676,0.832479,0.318681,1.50551
1,13048184,-0.314157,0.753582,-0.338569,1.07771
1,13061762,0.325556,0.744948,0.334571,1.02769
1,13070369,0.868396,0.385751,0.901239,1.03782
1,13074717,-0.163927,0.86988,-0.187471,1.14362
1,13075756,0.520514,0.603023,0.545462,1.04793
1,13076423,1.64639,0.10055,2.02117,1.22764
1,13076590,-1.31031,0.19092,-2.00541,1.53049
1,13078536,-0.411545,0.680916,-0.45927,1.11597
1,13078732,1.45183,0.147413,2.13847,1.47295
1,13079074,0.878204,0.380414,0.917306,1.04452
1,13079229,-0.136335,0.891632,-0.13426,0.984781
1,13103806,0.0218335,0.982593,0.0226698,1.03831
1,13111292,-0.417057,0.676883,-0.588098,1.41011
1,13112392,-0.875526,0.381867,-0.893818,1.02089
1,13114499,-0.742956,0.457989,-0.808273,1.08791
1,13116083,0.636753,0.524687,1.03927,1.63214
1,13124605,-2.29963,0.0220361,-2.3286,1.0126
1,13125196,1.32602,0.185666,1.84485,1.39126
1,13125914,-1.16989,0.242813,-1.14416,0.978003
1,13140497,1.04492,0.296754,1.13086,1.08225
1,13141101,-1.13884,0.255522,-1.74576,1.53293
1,13141249,0.112103,0.910804,0.115365,1.0291
1,13141457,0.778453,0.436809,0.771341,0.990864
1,13142042,-2.00528,0.0456755,-2.03754,1.01609
1,13143267,-0.17308,0.862685,-0.196308,1.1342
1,13144695,-0.0800256,0.936261,-0.0781298,0.976311
1,13150432,2.86261,0.00444536,2.90475,1.01472
1,13151546,1.74167,0.0824138,1.71052,0.982117
1,13156246,0.350207,0.726386,0.537901,1.53595
1,13160167,0.489679,0.624657,0.493973,1.00877
1,13167981,0.0136859,0.989088,0.0134172,0.980364
1,13168321,-1.51239,0.131306,-1.52154,1.0060500000000001
1,13173857,1.39781,0.163023,1.40814,1.00739
1,13178993,1.6426,0.101331,2.10899,1.28393
1,13179236,-0.186636,0.852051,-0.287635,1.54116
1,13181797,0.760239,0.447605,1.26584,1.66505
1,13183287,1.83735,0.0669753,2.39716,1.30468
1,13191668,-1.38607,0.166578,-1.43551,1.03567
1,13202382,1.01391,0.311301,1.04576,1.03141
1,13213727,1.78854,0.0745234,1.78019,0.995335
1,13215132,-0.704197,0.481762,-0.73216,1.03971
1,13217203,-0.241728,0.809128,-0.238787,0.987835
1,13220813,0.211225,0.83283,0.216302,1.02403
1,13222274,1.14898,0.251323,1.14537,0.996864
1,13224705,-0.374458,0.708283,-0.398654,1.06462
1,13226348,1.39382,0.164225,1.49997,1.07616
1,13230644,0.236385,0.813267,0.31608,1.33714
1,13247324,0.180391,0.856947,0.188549,1.04523
1,13256193,-0.370915,0.710917,-0.404851,1.09149
1,13276604,0.115144,0.908394,0.155261,1.3484
1,13278930,-0.709058,0.478744,-0.971676,1.37038
1,13280874,-0.206213,0.83674,-0.216044,1.04767
1,13312607,-0.593469,0.553237,-0.73028,1.23053
1,13335882,0.103198,0.917863,0.102565,0.993863
1,13342376,1.91121,0.0567643,1.88168,0.984547
1,13404367,-0.233841,0.81524,-0.241866,1.03432
1,13458185,0.416729,0.677123,0.440486,1.05701
1,13459280,0.271375,0.786257,0.270169,0.995556
1,13462702,0.776317,0.438068,0.7972,1.0269
1,13471440,0.135271,0.892473,0.178815,1.3219
1,13471689,-0.0517069,0.958791,-0.0587487,1.13619
1,13473811,-0.309993,0.756744,-0.324389,1.04644
1,13531872,0.480364,0.631258,0.736924,1.53409
1,13531874,-0.964929,0.335223,-0.969977,1.00523
1,13574424,-0.79517,0.427034,-0.832792,1.04731
1,13587792,-0.812799,0.416866,-0.818501,1.00701
1,13597626,1.03962,0.29921,1.06499,1.0244
1,13631191,-0.868726,0.385571,-1.40091,1.6126
1,13634838,0.0546967,0.95641,0.0552601,1.0103
1,13665709,0.263804,0.792081,0.260446,0.98727
1,13703657,3.88874,1.19821e-4,3.97097,1.02114
1,13755749,1.27172,0.204285,1.64112,1.29047
1,13824729,-0.536864,0.591691,-0.581617,1.08336
1,14002945,-0.58195,0.560962,-0.8931,1.53467
1,14072537,0.350224,0.726374,0.597927,1.70727
1,14155355,0.32005,0.749114,0.328317,1.02583
1,14242564,2.42719,0.0157022,2.61308,1.07659
1,14256575,-1.01069,0.312839,-1.65108,1.63362
1,14323497,0.49344,0.622,0.556057,1.1269
1,14464639,0.138784,0.889697,0.216481,1.55984
1,14479862,0.463947,0.642964,0.613697,1.32277
1,14501536,2.03221,0.0428605,2.83977,1.39738
1,14588295,0.612336,0.540699,0.898587,1.46747
1,14594210,-0.475813,0.634494,-0.733774,1.54215
1,14603850,0.352374,0.724762,0.373578,1.06017
1,14689558,0.46232,0.644129,0.71063,1.53709
1,14694508,0.432097,0.665927,0.457351,1.05844
1,14695691,-0.312094,0.755148,-0.318998,1.02212
1,14713579,0.511849,0.609068,0.526273,1.02818
1,14744934,-0.409466,0.68244,-0.58572,1.43045
1,14932061,-0.737748,0.461144,-1.12125,1.51983
1,14943114,-1.65312,0.0991702,-1.5884,0.960849
1,15001201,-0.371648,0.710372,-0.584671,1.57318
1,15036822,0.619382,0.536053,0.612734,0.989267
1,15037934,1.67103,0.0955786,1.71694,1.02747
1,15053176,1.27624,0.202688,1.31011,1.02654
1,15055430,-0.0832372,0.933709,-0.0869402,1.04449
1,15058711,-0.176115,0.860302,-0.17272,0.980726
1,15060387,-0.894192,0.371812,-1.0293,1.1511
1,15061418,0.370704,0.711074,0.379202,1.02292
1,15065415,0.584064,0.55954,0.662479,1.13426
1,15068692,-1.51696,0.130148,-1.51849,1.00101
1,15069528,-0.469152,0.639242,-0.492764,1.05033
1,15070791,0.134304,0.893237,0.154293,1.14883
1,15071411,-0.724224,0.469395,-1.10806,1.52999
1,15076553,-0.505438,0.613558,-0.525938,1.04056
1,15079279,0.925298,0.355426,0.923246,0.997782
1,15179707,0.0453195,0.963878,0.0642617,1.41797
1,15187536,0.249964,0.802756,0.292307,1.1694
1,15429358,0.210472,0.833417,0.225977,1.07367
1,15431237,0.454606,0.649664,0.515679,1.13434
1,15445972,-0.735686,0.462397,-1.04894,1.4258
1,15487801,-0.198234,0.842973,-0.28207,1.42291
1,15493494,1.36899,0.17185,1.85193,1.35277
1,15613381,1.95037,0.0519015,2.06132,1.05689
1,15690089,-0.835782,0.403827,-0.871059,1.04221
1,15704871,-0.813867,0.416255,-0.786122,0.965909
1,15710126,-0.602744,0.547055,-0.696918,1.15624
1,15710158,1.18763,0.235756,1.14502,0.96412
1,15713689,2.10906,0.0356239,2.05872,0.976133
1,15721610,-0.552546,0.580915,-0.551918,0.998865
1,15722530,0.334871,0.737916,0.533701,1.59375
1,15723172,-0.9687,0.33334,-1.02199,1.05501
1,15724742,1.42969,0.153666,1.40191,0.98057
1,15726335,1.36625,0.172708,1.36016,0.995543
1,15752650,-1.07839,0.281576,-1.11005,1.02935
1,15755981,2.31357,0.0212495,2.30078,0.994472
1,15758314,-0.290802,0.771369,-0.29195,1.00395
1,15758726,-0.918465,0.358985,-1.40335,1.52792
1,15759328,-1.04889,0.294928,-1.05023,1.00128
1,15826746,-1.01322,0.311632,-1.08925,1.07504
1,15848707,0.141584,0.887487,0.179446,1.26742
1,15851511,-0.275697,0.782938,-0.277065,1.00496
1,15851598,-0.636665,0.524744,-0.67661,1.06274
1,15853045,-0.380439,0.703842,-0.447559,1.17643
1,15861677,-0.392246,0.695107,-0.426435,1.08716
1,15865870,-0.35063,0.726069,-0.500049,1.42614
1,15907764,-1.17723,0.239875,-1.20971,1.02759
1,15922870,-1.18402,0.237182,-1.20583,1.01842
1,15923418,1.39015,0.165336,2.30029,1.65471
1,15935585,-0.605208,0.545419,-0.884216,1.46101
1,15945113,0.0152202,0.987865,0.015688,1.03073
1,15952347,0.66065,0.509256,0.805683,1.21953
1,15969557,-0.0967981,0.92294,-0.0981393,1.01386
1,15974032,-0.25892,0.795844,-0.39214,1.51452
1,16003599,0.576445,0.564671,0.599515,1.04002
1,16030329,-1.87192,0.0620214,-1.9292,1.0306
1,16047616,1.46292,0.144355,1.44898,0.990472
1,16069961,1.53899,0.124678,1.73718,1.12878
1,16071449,-1.44772,0.148558,-1.56907,1.08382
1,16074190,0.248585,0.803822,0.336458,1.35349
1,16096387,-0.0410692,0.967263,-0.0408625,0.994966
1,16130118,2.219,0.0271046,3.05025,1.3746
1,16130694,1.26998,0.204904,1.67708,1.32055
1,16131312,-0.901816,0.367753,-1.09245,1.21139
1,16131829,-0.138737,0.889735,-0.170936,1.23209
1,16132664,-0.450217,0.652822,-0.523597,1.16299
1,16132859,-0.447608,0.654703,-0.543333,1.21386
1,16135006,-1.78946,0.0743739,-2.19294,1.22548
1,16135667,0.602196,0.547419,0.896344,1.48846
1,16137863,0.197787,0.843323,0.209716,1.06032
1,16138904,0.593207,0.553412,0.612569,1.03264
1,16140530,-1.34116,0.180707,-1.49029,1.11119
1,16148991,0.460572,0.645382,0.653855,1.41966
1,16149398,0.0799716,0.936304,0.119475,1.49397
1,16151115,-0.443273,0.657832,-0.545141,1.22981
1,16151902,-1.19463,0.233012,-1.93592,1.62052
1,16154565,0.166498,0.867858,0.178874,1.07434
1,16161435,0.154744,0.877109,0.159713,1.03211
1,16171185,0.676284,0.499291,1.00133,1.48064
1,16195415,1.00633,0.314928,1.03036,1.02388
1,16200307,1.63575,0.102759,2.60427,1.5921
1,16218375,-0.949879,0.342806,-1.23893,1.3043
1,16234496,-0.209839,0.833911,-0.229609,1.09422
1,16247660,1.32173,0.18709,1.34206,1.01538
1,16251665,-1.7551,0.0800857,-1.74369,0.993497
1,16287716,2.50356,0.0127333,3.45645,1.38061
1,16309729,-0.567313,0.570852,-0.638147,1.12486
1,16402441,-0.919973,0.358198,-1.40852,1.53105
1,16411093,0.0214599,0.982891,0.0224576,1.04649
1,16411845,-2.30243,0.021876,-2.43153,1.05607
1,16415873,-0.0640232,0.948987,-0.0681206,1.064
1,16424038,-2.23004,0.0263554,-2.76121,1.23819
1,16424911,-1.2556,0.21007,-1.24741,0.99348
1,16438619,1.23876,0.216237,1.74413,1.40797
1,16447235,-0.632231,0.527634,-0.664582,1.05117
1,16465166,-1.92084,0.0555346,-2.57967,1.34299
1,16466177,-0.535902,0.592354,-0.857724,1.60052
1,16466975,0.73354,0.463703,1.12933,1.53956
1,16471958,-0.944226,0.345682,-1.01987,1.08011
1,16477141,0.525661,0.599445,0.530068,1.00838
1,16477197,-1.00956,0.313379,-1.10327,1.09282
1,16497636,1.01586,0.310371,1.18733,1.16879
1,16522417,-1.23566,0.217383,-1.49527,1.2101
1,16535453,1.30062,0.194213,1.88434,1.4488
1,16545329,0.400117,0.689306,0.615174,1.53748
1,16549952,0.398285,0.690654,0.399597,1.00329
1,16552965,0.618723,0.536487,0.822127,1.32875
1,16557396,0.760993,0.447155,0.939075,1.23401
1,16562008,1.43706,0.151563,1.51498,1.05422
1,16568785,-0.484281,0.628478,-0.641901,1.32547
1,16575747,0.970429,0.332479,1.025,1.05623
1,16578178,-1.22525,0.221276,-1.29693,1.0585
1,16596287,0.187743,0.851183,0.189064,1.00704
1,16598808,1.27405,0.20346,1.27785,1.00298
1,16615629,0.812565,0.417,0.81112,0.998222
1,16627140,-1.36074,0.17444,-1.43768,1.05654
1,16628599,-0.342477,0.73219,-0.539371,1.57491
1,16642694,0.636218,0.525036,0.663251,1.04249
1,16647304,-0.8723,0.383621,-0.909921,1.04313
1,16650317,1.19262,0.233796,1.19797,1.00448
1,16653601,1.67317,0.0951555,1.69417,1.01255
1,16667838,-0.397633,0.691134,-0.402576,1.01243
1,16670795,-0.975758,0.329834,-1.00846,1.03352
1,16678796,-1.89478,0.0589165,-2.20996,1.16634
1,16689472,0.14259,0.886693,0.144975,1.01673
1,16693093,-0.865464,0.387356,-0.955097,1.10357
1,16698041,-0.169119,0.865797,-0.252119,1.49078
1,16699484,0.808374,0.41940499999999997,1.1714,1.44908
1,16702753,1.4133,0.158425,2.2078,1.56217
1,16702947,-0.869773,0.384999,-1.28969,1.48279
1,16708531,-0.92345,0.356386,-0.948187,1.02679
1,16716573,0.502643,0.61552,0.552029,1.09825
1,16716985,-0.663237,0.5076,-0.74499,1.12326
1,16717128,-0.624714,0.532551,-0.76827,1.2298
1,16717709,0.522308,0.601775,0.550601,1.05417
1,16718254,-1.36797,0.172167,-2.18794,1.5994
1,16718348,1.81963,0.0696387,2.03072,1.11601
1,16724183,0.442438,0.658436,0.442799,1.00082
1,16728694,-0.786774,0.431928,-0.845819,1.07505
1,16728862,0.148658,0.881906,0.233958,1.5738
1,16731121,0.669128,0.503839,0.709562,1.06043
1,16735007,0.112084,0.910819,0.178665,1.59403
1,16736970,-0.503118,0.615187,-0.514141,1.02191
1,16740062,1.88793,0.0598323,2.81895,1.49314
1,16740310,0.188709,0.850426,0.20766,1.10042
1,16746077,-0.564874,0.572508,-0.549512,0.972804
1,16754068,-0.926393,0.354857,-1.02655,1.10812
1,16757705,-0.0175707,0.985991,-0.0180693,1.02838
1,16761123,-0.813221,0.416624,-0.883059,1.08588
1,16771057,1.61778,0.10658,2.34655,1.45048
1,16775957,0.0902995,0.928099,0.111457,1.2343
1,16777126,0.404685,0.685947,0.425776,1.05212
1,16777356,3.89907,1.15021e-4,4.08279,1.04712
1,16782691,0.132008,0.895051,0.132056,1.00037
1,16787691,3.02556,0.00265867,3.19049,1.05452
1,16787841,0.780929,0.435353,1.23363,1.5797
1,16794271,0.649096,0.516687,0.662334,1.02039
1,16798738,-1.06967,0.285477,-1.59203,1.48833
1,16799566,0.98458,0.325486,1.43475,1.45722
1,16803979,-0.911869,0.362443,-0.927694,1.01735
1,16805461,-2.52204,0.0120946,-2.69348,1.06797
1,16810798,1.39726,0.163189,2.10117,1.50378
1,16810991,0.593182,0.553429,0.600027,1.01154
1,16812967,2.44863,0.0148125,3.90156,1.59337
1,16815245,-0.114462,0.908935,-0.114238,0.998039
1,16818654,0.799097,0.424757,0.820107,1.02629
1,16842979,0.393801,0.693959,0.512579,1.30162
1,16847045,-1.4439,0.14963,-2.09045,1.44778
1,16847439,0.134136,0.893369,0.15392,1.14749
1,16851400,1.95957,0.0508112,2.04188,1.04201
1,16857841,-1.45381,0.146862,-1.57567,1.08382
1,16866962,1.91999,0.0556422,2.4428,1.2723
1,16873419,1.8848800000000001,0.0602449,2.7927399999999998,1.48166
1,16877989,1.15285,0.249729,1.17818,1.02197
1,16892654,0.0300798,0.97602,0.0318741,1.05965
1,16896322,-0.759604,0.447984,-1.13156,1.48967
1,16903763,-0.22371,0.823109,-0.248123,1.10912
1,16917668,0.692306,0.489188,0.749703,1.08291
1,16923244,2.33759,0.0199514,2.49069,1.0655
1,16946909,-0.608192,0.54344,-0.801361,1.31761
1,16949501,-0.346934,0.728842,-0.347885,1.00274
1,16958296,-0.601518,0.547871,-0.579179,0.962864
1,16985084,-2.16773,0.0308289,-2.12444,0.980031
1,16990680,0.152364,0.878985,0.152375,1.00008
1,17002738,-0.247575,0.804603,-0.253096,1.0223
1,17008486,0.313941,0.753746,0.522804,1.6653
1,17012824,1.23124,0.219029,1.3924,1.13089
1,17015169,2.15985,0.0314387,2.23937,1.03682
1,17029104,-1.34059,0.180892,-1.39873,1.04337
1,17030254,-1.3782,0.168991,-1.95214,1.41645
1,17033929,-0.442165,0.658633,-0.436985,0.988284
1,17034847,2.18445,0.0295685,3.19628,1.4632
1,17035460,-0.0405469,0.967679,-0.0531426,1.31064
1,17039997,1.05707,0.291182,1.54216,1.4589
1,17060032,1.17165,0.242106,1.31346,1.12104
1,17060536,1.66908,0.0959645,2.30836,1.38302
1,17067853,-2.37593,0.0180229,-2.41549,1.01665
1,17069337,-1.20295,0.22978,-1.75771,1.46116
1,17074362,-0.113974,0.909321,-0.18724,1.64282
1,17082200,1.26006,0.208456,1.35485,1.07522
1,17082645,-1.87893,0.0610549,-1.96481,1.04571
1,17092066,-2.36441,0.0185843,-2.44401,1.03367
1,17098944,1.26217,0.207699,1.30892,1.03704
1,17106550,0.226622,0.820845,0.245999,1.0855
1,17108079,-1.00829,0.313987,-1.56056,1.54773
1,17114451,1.01283,0.311814,1.02817,1.01514
1,17116904,-0.403182,0.687051,-0.420514,1.04299
1,17118299,-0.0234247,0.981324,-0.0238205,1.0169
1,17122991,0.429315,0.667948,0.678904,1.58136
1,17125580,1.07402,0.283527,1.67204,1.55681
1,17128315,0.613791,0.539738,0.654532,1.06638
1,17143838,-0.169467,0.865524,-0.270905,1.59857
1,17145183,0.499543,0.6177,0.554149,1.10931
1,17146618,-1.60327,0.109745,-2.49243,1.5546
1,17164679,-0.145746,0.884203,-0.1486,1.01958
1,17166163,0.116756,0.907118,0.135111,1.15721
1,17167214,-0.84791,0.397047,-0.865105,1.02028
1,17167978,-0.975766,0.32983,-0.996304,1.02105
1,17168470,-0.661715,0.508574,-0.861548,1.30199
1,17168899,0.157042,0.875299,0.167149,1.06436
1,17169218,-1.04135,0.298406,-1.33259,1.27967
1,17170664,0.301301,0.763357,0.3055,1.01394
1,17171964,-1.05609,0.29163,-1.80424,1.70842
1,17173250,0.655664,0.512456,1.004,1.53127
1,17177213,1.41266,0.158612,1.49804,1.06044
1,17178799,-0.961174,0.337105,-1.01347,1.05441
1,17179177,-0.665854,0.505927,-0.792002,1.18945
1,17179339,-0.88994,0.374087,-0.907985,1.02028
1,17181346,-0.72628,0.468135,-0.943808,1.29951
1,17183439,0.314886,0.753029,0.472293,1.49989
1,17183710,0.183901,0.854194,0.300419,1.63359
1,17188285,2.44971,0.0147689,2.51032,1.02474
1,17190682,1.3332,0.183303,1.79118,1.34352
1,17191024,0.108381,0.913753,0.166352,1.53488
1,17193871,1.54256,0.123809,2.24392,1.45467
1,17194166,1.22272,0.222227,1.75495,1.43528
1,17196231,-0.0438031,0.965085,-0.0617861,1.41054
1,17197383,-1.29173,0.197273,-1.43407,1.1102
1,17199262,0.675057,0.500069,0.953838,1.41297
1,17201759,-0.104797,0.916595,-0.16414,1.56627
1,17202492,0.712919,0.476354,0.857634,1.20299
1,17203021,1.17747,0.239779,1.69608,1.44044
1,17203683,-0.178961,0.858068,-0.283094,1.58188
1,17205579,-1.09261,0.27529,-1.24717,1.14147
1,17217788,-0.147861,0.882535,-0.15867,1.0731
1,17222861,-0.796781,0.426099,-0.811447,1.01841
1,17223067,-0.409837,0.682168,-0.411103,1.00309
1,17225056,-1.79192,0.0739782,-1.88554,1.05224
1,17226304,1.44983,0.14797,2.19314,1.51269
1,17227903,1.51787,0.129917,1.87476,1.23512
1,17230793,-1.42613,0.15469,-1.54553,1.08372
1,17232261,-1.88388,0.0603796,-2.36896,1.25749
1,17238593,0.150138,0.880739,0.201138,1.33969
1,17239693,0.0816416,0.934977,0.0844342,1.03421
1,17239860,1.22862,0.220009,1.24784,1.01564
1,17241011,-0.25698,0.79734,-0.376764,1.46612
1,17242880,1.52659,0.127734,1.59131,1.04239
1,17244972,0.118149,0.906015,0.177245,1.50019
1,17249995,1.20013,0.230873,1.45183,1.20973
1,17250653,-1.01937,0.308707,-1.23577,1.21229
1,17251111,2.47737,0.0136901,2.82329,1.13963
1,17252062,-0.489488,0.624792,-0.707077,1.44452
1,17252118,0.369057,0.7123,0.652483,1.76797
1,17252565,-1.48643,0.138034,-1.80375,1.21348
1,17252894,0.0079804,0.993637,0.0113794,1.42592
1,17253184,1.05039,0.294237,1.63428,1.55587
1,17253368,-0.689291,0.491081,-0.732535,1.06274
1,17253798,1.00922,0.313543,1.03304,1.02361
1,17256561,-1.10689,0.269076,-1.32661,1.19851
1,17258100,-0.988433,0.323599,-1.51535,1.53308
1,17259755,-2.32841,0.0204391,-2.62477,1.12728
1,17262887,0.742832,0.458064,0.72977,0.982416
1,17264429,1.02308,0.306952,1.45869,1.42578
1,17268114,-0.547617,0.584291,-0.689669,1.2594
1,17270765,1.8271,0.0685053,1.80532,0.98808
1,17276241,-0.916121,0.360212,-1.46109,1.59486
1,17280890,-0.462346,0.64411,-0.473871,1.02493
1,17283448,-0.783253,0.43399,-1.06192,1.35578
1,17284894,-1.54524,0.12316,-1.55614,1.00706
1,17286356,-0.944663,0.345459,-1.45883,1.54429
1,17287024,-1.66442,0.0968913,-1.85855,1.11663
1,17287168,1.29821,0.19504,1.33904,1.03145
1,17288889,0.00286067,0.997719,0.00411934,1.43999
1,17289433,-1.00985,0.313238,-1.38953,1.37598
1,17290090,-0.761809,0.446669,-1.0716,1.40665
1,17290739,0.236798,0.812947,0.265571,1.12151
1,17292108,1.07474,0.283203,1.09325,1.01722
1,17292779,1.33961,0.18121,1.74741,1.30441
1,17295512,2.27525,0.0234732,2.32946,1.02383
1,17297999,-2.73901,0.00646642,-3.15093,1.15039
1,17299599,-0.207463,0.835765,-0.222422,1.07211
1,17302446,-0.25727,0.797116,-0.269054,1.04581
1,17302965,-1.97917,0.0485521,-2.02002,1.02064
1,17310173,-0.596012,0.551539,-0.613745,1.02975
1,17312402,-0.836152,0.40362,-0.973452,1.16421
1,17314063,-1.54728,0.122666,-2.14009,1.38313
1,17315081,3.3342,9.43619e-4,3.48957,1.0466
1,17317130,0.448946,0.653738,0.699766,1.55869
1,17317174,-0.247808,0.804423,-0.371075,1.49743
1,17322053,0.327658,0.743359,0.344376,1.05102
1,17324496,1.03394,0.301853,1.08174,1.04623
1,17326225,3.48432,5.53707e-4,3.6272,1.041
1,17326625,-0.45861,0.646789,-0.488939,1.06613
1,17328845,1.90412,0.0576845,2.01178,1.05654
1,17330185,1.75167,0.0806744,2.2817,1.30258
1,17332232,-0.476635,0.633909,-0.537204,1.12708
1,17333484,1.36442,0.173279,1.41148,1.03448
1,17334073,1.23288,0.218419,1.89416,1.53638
1,17334695,1.52333,0.128547,1.55541,1.02106
1,17335241,1.21385,0.225595,1.22939,1.01281
1,17335416,0.0985693,0.921535,0.12901,1.30883
1,17336978,1.05037,0.294246,1.49746,1.42564
1,17338438,-0.44407,0.657257,-0.505242,1.13775
1,17340559,-0.46278,0.643799,-0.588038,1.27066
1,17347338,2.53519,0.0116577,2.57648,1.01629
1,17355936,0.34101,0.733293,0.358292,1.05068
1,17356201,0.922428,0.356918,0.935784,1.01448
1,17358846,-1.47727,0.14047,-1.49089,1.00922
1,17367880,-0.310813,0.756121,-0.394322,1.26868
1,17368030,0.2354,0.814031,0.249605,1.06035
1,17369141,-1.32865,0.184798,-1.33497,1.00475
1,17369146,-0.104756,0.916627,-0.168782,1.61119
1,17370594,-0.64971,0.51629,-0.67886,1.04487
1,17377065,1.91186,0.0566814,1.95573,1.02295
1,17378914,0.256506,0.797705,0.263045,1.02549
1,17380695,1.13974,0.255147,1.75674,1.54136
1,17383257,-0.799096,0.424757,-0.82909,1.03753
1,17384518,0.669016,0.503911,0.716401,1.07083
1,17385501,1.894,0.0590193,2.96664,1.56634
1,17387504,-0.187112,0.851677,-0.187341,1.00122
1,17395589,0.585684,0.558452,0.59195,1.0107
1,17398224,-0.406348,0.684726,-0.412609,1.01541
1,17398946,1.30432,0.19295,1.34738,1.03301
1,17401118,-1.18364,0.23733,-1.19956,1.01345
1,17404936,-0.831479,0.40625,-0.847872,1.01972
1,17418891,0.958973,0.33821,1.02487,1.06872
1,17420371,0.0972573,0.922576,0.130074,1.33742
1,17421818,1.0287,0.304305,1.21192,1.1781
1,17422358,-0.389461,0.697164,-0.419476,1.07707
1,17428173,1.24152,0.215215,1.7451,1.40562
1,17431042,-0.158716,0.873981,-0.246153,1.5509
1,17431742,-0.667666,0.504771,-0.826984,1.23862
1,17435308,0.189291,0.849971,0.191469,1.01151
1,17437636,-0.0439551,0.964964,-0.0526141,1.197
1,17451369,0.406428,0.684667,0.558808,1.37492
1,17452235,0.270231,0.787136,0.275699,1.02023
1,17454636,-0.683594,0.494667,-0.776358,1.1357
1,17454761,2.23249,0.026192,2.31344,1.03626
1,17455718,-2.00532,0.0456705,-2.19749,1.09583
1,17457557,-0.0647887,0.948378,-0.0969852,1.49695
1,17464618,2.50678,0.0126201,2.61232,1.0421
1,17466131,0.921668,0.357314,0.949221,1.02989
1,17466315,2.91193,0.00381406,4.60503,1.58144
1,17475943,0.182981,0.854915,0.199182,1.08854
1,17476599,-0.554923,0.579289,-0.651173,1.17345
1,17477787,-0.943803,0.345898,-1.07572,1.13977
1,17478750,1.03695,0.300448,1.22888,1.18509
1,17495717,1.36634,0.172678,1.42445,1.04253
1,17498725,-0.34186,0.732654,-0.472697,1.38272
1,17502230,0.00153116,0.998779,0.00167135,1.09156
1,17502270,-0.0277567,0.977871,-0.0390856,1.40815
1,17515595,0.141214,0.887779,0.14288,1.0118
1,17517422,-0.959289,0.338051,-1.081,1.12688
1,17527378,2.19478,0.0288125,2.67562,1.21909
1,17528015,-2.30502,0.0217289,-2.64834,1.14895
1,17533391,-1.70958,0.0881975,-1.77153,1.03623
1,17535226,0.841921,0.400387,1.39323,1.65482
1,17541663,-1.92527,0.0549763,-2.68964,1.39702
1,17552258,-0.510101,0.610291,-0.53146,1.04187
1,17562525,0.0185994,0.985171,0.0198248,1.06589
1,17566704,1.23379,0.21808,1.94757,1.57852
1,17573561,2.15038,0.0321853,2.1432,0.996663
1,17579210,0.195321,0.845251,0.202675,1.03765
1,17581444,0.685788,0.493285,0.699317,1.01973
1,17595470,0.585099,0.558845,0.669501,1.14425
1,17595886,1.32754,0.185163,1.39406,1.0501
1,17614447,-0.806976,0.420209,-0.813041,1.00752
